precio_texto,tipo_y_ciudad,titulo,habitaciones_texto,banos_texto,area_texto,url_aviso
$ 425.000.000,"Apartamento en Pereira, Risaralda","Apartamento en  venta en circunvalar - alamos, pereira",3 Habs.,2 Baños,107 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-circunvalar-alamos-pereira/191908757
$ 520.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,3 Baños,138 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/192371135
$ 360.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en primero de febrero, pereira",4 Habs.,3 Baños,120 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-primero-de-febrero-pereira/11043001
$ 210.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en ciudad boquia i, pereira",3 Habs.,2 Baños,66.35 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-ciudad-boquia-i-pereira/192953711
$ 565.000.000,"Apartamento en Pereira, Risaralda","Apartamento en  venta en pinares, pereira",4 Habs.,3 Baños,136 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/191998198
$ 690.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",1 Hab,2 Baños,69 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193571588
$ 280.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,1 Baño,58 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/194074952
$ 235.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en hacienda cuba, pereira",3 Habs.,1 Baño,44 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-hacienda-cuba-pereira/193472357
$ 6.000.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en avenida 30 de agosto, pereira",5 Ambientes,3 Baños,650 m²,https://www.fincaraiz.com.co/local-en-venta-en-avenida-30-de-agosto-pereira/194066233
$ 750.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,120 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193841916
$ 420.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",2 Habs.,2 Baños,66 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193994669
$ 180.000.000,"Lote en Pereira, Valle del cauca",Lote en venta en pereira,1380 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/193840392
$ 1.710.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,3 Baños,172 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193310569
$ 490.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",2 Habs.,2 Baños,95 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/192745884
$ 855.893.658,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,3 Baños,99 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193303072
$ 15.000.000.000,"Edificio en Pereira, Risaralda","Edificio en venta en centro, pereira",0 Hab,12 Baños,3016 m²,https://www.fincaraiz.com.co/edificio-en-venta-en-centro-pereira/193684728
$ 900.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",8 Habs.,5 Baños,600 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/192387474
$ 2.000.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en  venta en condina, pereira",4 Habs.,6 Baños,490 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-condina-pereira/191936396
$ 880.000.000,"Casa en Pereira, Risaralda","Casa en venta en circunvalar - alamos, pereira",3 Habs.,3 Baños,275 m²,https://www.fincaraiz.com.co/casa-en-venta-en-circunvalar-alamos-pereira/193765601
$ 950.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alpes, pereira",3 Habs.,3 Baños,139 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alpes-pereira/193197717
$ 5.061.500.000,"Edificio en Pereira, Risaralda","Edificio en venta en centro, pereira",0 Hab,2 Baños,749 m²,https://www.fincaraiz.com.co/edificio-en-venta-en-centro-pereira/193002756
$ 340.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",2 Habs.,3 Baños,124 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/193545870
$ 800.000.000,"Casa en Pereira, Risaralda","Casa en venta en zona deportiva villa olimpica, pereira",3 Habs.,5 Baños,180 m²,https://www.fincaraiz.com.co/casa-en-venta-en-zona-deportiva-villa-olimpica-pereira/193831192
$ 1.400.000.000,"Casa en Pereira, Risaralda","Casa en venta en popular modelo, pereira",6 Habs.,6 Baños,403 m²,https://www.fincaraiz.com.co/casa-en-venta-en-popular-modelo-pereira/193311777
$ 360.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,4 Habs.,2 Baños,110 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193105502
$ 1.500.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en morelia, pereira",6 Habs.,4 Baños,340 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-morelia-pereira/192930876
$ 690.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,2 Baños,99 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/194200449
$ 280.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,2 Habs.,1 Baño,82 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193879661
$ 3.800.000.000,"Finca en Pereira, Risaralda","Finca en venta en cerritos, pereira",8 Habs.,8 Baños,687 m²,https://www.fincaraiz.com.co/finca-en-venta-en-cerritos-pereira/192111914
$ 1.042.409.000,"Oficina en Pereira, Risaralda","Oficina en  venta en pinares, pereira",2 Ambientes,2 Baños,148 m²,https://www.fincaraiz.com.co/oficina-en-venta-en-pinares-pereira/191856099
$ 350.000.000,"Oficina en Pereira, Risaralda","Oficina en venta en pinares, pereira",1 Baño,50 m²,,https://www.fincaraiz.com.co/oficina-en-venta-en-pinares-pereira/193314509
$ 2.350.000.000,"Casa en Pereira, Risaralda","Casa en arriendo en combia, pereira",18 Habs.,20 Baños,2200 m²,https://www.fincaraiz.com.co/casa-en-arriendo-en-combia-pereira/193155797
$ 720.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alamos, pereira",3 Habs.,2 Baños,133 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alamos-pereira/192715731
$ 295.000.000,"Consultorio en Pereira, Risaralda","Consultorio en venta en centro, pereira",2 Ambientes,1 Baño,44.2 m²,https://www.fincaraiz.com.co/consultorio-en-venta-en-centro-pereira/193418628
$ 260.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en aeropuerto, pereira",2 Habs.,1 Baño,48 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-aeropuerto-pereira/192416335
$ 120.000.000,"Casa en Pereira, Risaralda","Casa en venta en tokio, pereira",2 Habs.,1 Baño,100 m²,https://www.fincaraiz.com.co/casa-en-venta-en-tokio-pereira/193464049
$ 110.000.000,"Consultorio en Pereira, Risaralda","Consultorio en venta en centro, pereira",1 Ambiente,1 Baño,36 m²,https://www.fincaraiz.com.co/consultorio-en-venta-en-centro-pereira/8275967
$ 750.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,7 Habs.,3 Baños,210 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/192320152
$ 70.000.000,"Lote en Pereira, Risaralda","Lote en venta en altagracia, pereira",50 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-altagracia-pereira/193311131
$ 640.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alamos, pereira",2 Habs.,2 Baños,85 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alamos-pereira/193065875
$ 420.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en ciudad jardin, pereira",3 Habs.,2 Baños,68 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-ciudad-jardin-pereira/193667399
$ 240.000.000,"Lote en Pereira, Risaralda","Lote en venta en morelia, pereira",1624 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-morelia-pereira/193678095
$ 1.350.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en combia, pereira",4 Habs.,5 Baños,328 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-combia-pereira/192734212
$ 1.600.000.000,"Bodega en Pereira, Risaralda","Bodega en venta en sector plaza de bolivar, pereira",2 Ambientes,1 Baño,400 m²,https://www.fincaraiz.com.co/bodega-en-venta-en-sector-plaza-de-bolivar-pereira/192660671
$ 750.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",8 Habs.,4 Baños,371 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/192314179
$ 559.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en avenida 30 de agosto, pereira",3 Habs.,2 Baños,67 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-30-de-agosto-pereira/193283134
$ 1.500.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en combia, pereira",6 Habs.,7 Baños,3700 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-combia-pereira/193520138
$ 280.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,4 Habs.,2 Baños,206 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193304087
$ 320.000.000,"Casa en Pereira, Risaralda","Casa en venta en el jardin, pereira",2 Habs.,2 Baños,100 m²,https://www.fincaraiz.com.co/casa-en-venta-en-el-jardin-pereira/193671971
$ 395.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,2 Habs.,2 Baños,69 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/192454533
$ 850.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,3 Habs.,1 Baño,197 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193310650
$ 180.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,1 Baño,43 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193310197
$ 270.000.000,"Casa en Pereira, Risaralda","Casa en venta en berlin, pereira",8 Habs.,1 Baño,120 m²,https://www.fincaraiz.com.co/casa-en-venta-en-berlin-pereira/193311872
$ 625.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en cerritos, pereira",1 Hab,1 Baño,66 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-cerritos-pereira/193413396
$ 1.300.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,5 Baños,2500 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193511103
$ 4.500.000.000,"Lote en Pereira, Risaralda","Lote en venta en condina, pereira",24000 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-condina-pereira/193086031
$ 590.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alpes, pereira",3 Habs.,2 Baños,83 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alpes-pereira/192778685
$ 2.004.400.000,"Lote en Pereira, Risaralda","Lote en  venta en cerritos, pereira",10022 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/192128527
$ 580.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,4 Habs.,2 Baños,161 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193313849
$ 980.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en circunvalar - alamos, pereira",2 Habs.,3 Baños,90 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-circunvalar-alamos-pereira/193336024
$ 750.000.000,"Casa en Pereira, Risaralda","Casa en venta en avenida 30 de agosto, pereira",4 Habs.,3 Baños,166 m²,https://www.fincaraiz.com.co/casa-en-venta-en-avenida-30-de-agosto-pereira/193301615
$ 315.000.000,"Casa en Pereira, Risaralda","Casa en venta en cuba, pereira",7 Habs.,3 Baños,162 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cuba-pereira/193310938
$ 3.500.000.000,"Finca en Pereira, Risaralda","Finca en venta en la florida, pereira",5 Habs.,5 Baños,700 m²,https://www.fincaraiz.com.co/finca-en-venta-en-la-florida-pereira/192813080
$ 860.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en combia, pereira",4 Habs.,3 Baños,1700 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-combia-pereira/193901615
$ 850.000.000,"Bodega en Pereira, Risaralda","Bodega en venta en centro, pereira",1 Baño,240 m²,,https://www.fincaraiz.com.co/bodega-en-venta-en-centro-pereira/192320110
$ 2.500.000.000,"Edificio en Pereira, Risaralda","Edificio en venta en belalcazar, pereira",8 Habs.,8 Baños,800 m²,https://www.fincaraiz.com.co/edificio-en-venta-en-belalcazar-pereira/193301299
$ 620.000.000,"Edificio en Pereira, Risaralda","Edificio en  venta en samaria i etapa, pereira",11 Habs.,4 Baños,55 m²,https://www.fincaraiz.com.co/edificio-en-venta-en-samaria-i-etapa-pereira/191614755
$ 230.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en gamma, pereira",0 Hab,2 Baños,68 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-gamma-pereira/193183106
$ 810.000.000,"Casa en Pereira, Risaralda","Casa en venta en pueblito cafetero, pereira",4 Habs.,4 Baños,159 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pueblito-cafetero-pereira/193955274
$ 205.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en agua azul, pereira",3 Habs.,2 Baños,51 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-agua-azul-pereira/192476982
$ 410.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",5 Habs.,2 Baños,130 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/193693802
$ 150.000.000,"Local Comercial en Pereira, Risaralda",Local en venta en pereira,1 Baño,24 m²,,https://www.fincaraiz.com.co/local-en-venta-en-pereira/193309249
$ 269.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en jardin iii etapa, pereira",3 Habs.,2 Baños,86 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-jardin-iii-etapa-pereira/192141049
$ 320.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",3 Habs.,2 Baños,113 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192386456
$ 1.800.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,3 Habs.,4 Baños,427 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193484163
$ 1.500.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en los alpes, pereira",2 Baños,360 m²,,https://www.fincaraiz.com.co/local-en-venta-en-los-alpes-pereira/193301752
$ 340.000.000,"Casa en Pereira, Risaralda","Casa en venta en kennedy, pereira",3 Habs.,2 Baños,123 m²,https://www.fincaraiz.com.co/casa-en-venta-en-kennedy-pereira/193820247
$ 750.000.000,"Casa en Pereira, Risaralda","Casa en venta en providencia, pereira",13 Habs.,7 Baños,132 m²,https://www.fincaraiz.com.co/casa-en-venta-en-providencia-pereira/7967947
$ 600.000.000,"Casa en Pereira, Risaralda","Casa en venta en bosques de santa helena ii, pereira",6 Habs.,3 Baños,194 m²,https://www.fincaraiz.com.co/casa-en-venta-en-bosques-de-santa-helena-ii-pereira/10107244
$ 680.000.000,"Casa en Pereira, Risaralda","Casa en venta en popular modelo, pereira",6 Habs.,6 Baños,200 m²,https://www.fincaraiz.com.co/casa-en-venta-en-popular-modelo-pereira/193313519
$ 450.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,8 Habs.,3 Baños,212 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/192319780
$ 1.100.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",3 Habs.,3 Baños,350 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193595463
$ 600.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en pinares, pereira",1 Baño,60 m²,,https://www.fincaraiz.com.co/local-en-venta-en-pinares-pereira/193484149
$ 245.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",2 Habs.,2 Baños,47 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/194080483
$ 400.000.000,"Casa en Pereira, Risaralda","Casa en venta en porvenir, pereira",6 Habs.,2 Baños,168 m²,https://www.fincaraiz.com.co/casa-en-venta-en-porvenir-pereira/194246225
$ 270.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en gamma, pereira",3 Habs.,2 Baños,86 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-gamma-pereira/193301724
$ 1.200.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en centro, pereira",4 Ambientes,2 Baños,210 m²,https://www.fincaraiz.com.co/local-en-venta-en-centro-pereira/193318393
$ 350.000.000,"Casa en Pereira, Risaralda","Casa en venta en berlin, pereira",7 Habs.,4 Baños,120 m²,https://www.fincaraiz.com.co/casa-en-venta-en-berlin-pereira/192320384
$ 465.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",2 Habs.,1 Baño,67 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/194033222
$ 650.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",4 Habs.,3 Baños,134 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/193309976
$ 700.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alamos, pereira",3 Habs.,2 Baños,140 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alamos-pereira/11104319
$ 360.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en centro, pereira",2 Baños,104 m²,,https://www.fincaraiz.com.co/local-en-venta-en-centro-pereira/192319766
$ 520.000.000,"Apartaestudio en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",1 Hab,1 Baño,80 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/11008905
$ 900.000.000,"Apartamento en Pereira, Risaralda","Apartamento en  venta en pinares, pereira",3 Habs.,3 Baños,180 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/191767768
$ 540.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alpes, pereira",2 Habs.,2 Baños,69 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alpes-pereira/193236270
$ 1.050.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en morelia, pereira",4 Habs.,3 Baños,280 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-morelia-pereira/194053859
$ 175.000.000,"Lote en Pereira, Risaralda",Lote en venta en pereira,683 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/192646513
